Unnamed: 0,FileName,Time Recorded,Tool bounding box,Phase
4772,191S7__04772.jpg,163.4,[],Capsulorhexis
4773,191S7__04773.jpg,163.43,[],Capsulorhexis
4774,191S7__04774.jpg,163.46,[],Capsulorhexis
4775,191S7__04775.jpg,163.5,[],Capsulorhexis
4776,191S7__04776.jpg,163.53,[],Capsulorhexis
4777,191S7__04777.jpg,163.57,[],Capsulorhexis
4778,191S7__04778.jpg,163.6,[],Capsulorhexis
4779,191S7__04779.jpg,163.63,[],Capsulorhexis
4780,191S7__04780.jpg,163.67,"[{'class': 'cystotomeneedle', 'xmin': 1161, 'ymin': 154, 'xmax': 1413, 'ymax': 657}, {'class': 'iris', 'xmin': 904, 'ymin': 0, 'xmax': 1486, 'ymax': 492}, {'class': 'skinholder', 'xmin': 1707, 'ymin': 542, 'xmax': 1919, 'ymax': 653}, {'class': 'skinholder', 'xmin': 654, 'ymin': 371, 'xmax': 838, 'ymax': 474}]",Capsulorhexis
4781,191S7__04781.jpg,163.7,[],Capsulorhexis
4782,191S7__04782.jpg,163.74,[],Capsulorhexis
4783,191S7__04783.jpg,163.77,[],Capsulorhexis
4784,191S7__04784.jpg,163.81,[],Capsulorhexis
4785,191S7__04785.jpg,163.84,[],Capsulorhexis
4786,191S7__04786.jpg,163.88,[],Capsulorhexis
4787,191S7__04787.jpg,163.91,[],Capsulorhexis
4788,191S7__04788.jpg,163.94,[],Capsulorhexis
4789,191S7__04789.jpg,163.98,[],Capsulorhexis
4790,191S7__04790.jpg,164.01,"[{'class': 'cystotomeneedle', 'xmin': 1133, 'ymin': 152, 'xmax': 1400, 'ymax': 650}, {'class': 'iris', 'xmin': 894, 'ymin': 0, 'xmax': 1465, 'ymax': 478}, {'class': 'skinholder', 'xmin': 1702, 'ymin': 530, 'xmax': 1920, 'ymax': 651}, {'class': 'skinholder', 'xmin': 652, 'ymin': 363, 'xmax': 822, 'ymax': 455}]",Capsulorhexis
4791,191S7__04791.jpg,164.05,[],Capsulorhexis
4792,191S7__04792.jpg,164.08,[],Capsulorhexis
4793,191S7__04793.jpg,164.12,[],Capsulorhexis
4794,191S7__04794.jpg,164.15,[],Capsulorhexis
4795,191S7__04795.jpg,164.18,[],Capsulorhexis
4796,191S7__04796.jpg,164.22,[],Capsulorhexis
4797,191S7__04797.jpg,164.25,[],Capsulorhexis
4798,191S7__04798.jpg,164.29,[],Capsulorhexis
4799,191S7__04799.jpg,164.32,[],Capsulorhexis
4800,191S7__04800.jpg,164.35,"[{'class': 'cystotomeneedle', 'xmin': 1131, 'ymin': 172, 'xmax': 1404, 'ymax': 654}, {'class': 'iris', 'xmin': 901, 'ymin': 2, 'xmax': 1475, 'ymax': 492}, {'class': 'skinholder', 'xmin': 1707, 'ymin': 527, 'xmax': 1920, 'ymax': 652}, {'class': 'skinholder', 'xmin': 662, 'ymin': 367, 'xmax': 842, 'ymax': 464}]",Capsulorhexis
4801,191S7__04801.jpg,164.39,[],Capsulorhexis
4802,191S7__04802.jpg,164.42,[],Capsulorhexis
4803,191S7__04803.jpg,164.46,[],Capsulorhexis
4804,191S7__04804.jpg,164.49,[],Capsulorhexis
4805,191S7__04805.jpg,164.52,[],Capsulorhexis
4806,191S7__04806.jpg,164.56,[],Capsulorhexis
4807,191S7__04807.jpg,164.59,[],Capsulorhexis
4808,191S7__04808.jpg,164.63,[],Capsulorhexis
4809,191S7__04809.jpg,164.66,[],Capsulorhexis
4810,191S7__04810.jpg,164.7,"[{'class': 'cystotomeneedle', 'xmin': 1113, 'ymin': 174, 'xmax': 1390, 'ymax': 651}, {'class': 'iris', 'xmin': 906, 'ymin': 0, 'xmax': 1477, 'ymax': 492}, {'class': 'skinholder', 'xmin': 1711, 'ymin': 539, 'xmax': 1919, 'ymax': 652}, {'class': 'skinholder', 'xmin': 657, 'ymin': 377, 'xmax': 834, 'ymax': 466}]",Capsulorhexis
4811,191S7__04811.jpg,164.73,[],Capsulorhexis
4812,191S7__04812.jpg,164.76,[],Capsulorhexis
4813,191S7__04813.jpg,164.8,[],Capsulorhexis
4814,191S7__04814.jpg,164.83,[],Capsulorhexis
4815,191S7__04815.jpg,164.87,[],Capsulorhexis
4816,191S7__04816.jpg,164.9,[],Capsulorhexis
4817,191S7__04817.jpg,164.94,[],Capsulorhexis
4818,191S7__04818.jpg,164.97,[],Capsulorhexis
4819,191S7__04819.jpg,165.01,[],Capsulorhexis
4820,191S7__04820.jpg,165.04,"[{'class': 'cystotomeneedle', 'xmin': 1108, 'ymin': 204, 'xmax': 1392, 'ymax': 676}, {'class': 'iris', 'xmin': 914, 'ymin': 0, 'xmax': 1494, 'ymax': 516}, {'class': 'skinholder', 'xmin': 1715, 'ymin': 557, 'xmax': 1919, 'ymax': 676}, {'class': 'skinholder', 'xmin': 674, 'ymin': 391, 'xmax': 838, 'ymax': 486}]",Capsulorhexis
4821,191S7__04821.jpg,165.07,[],Capsulorhexis
4822,191S7__04822.jpg,165.11,[],Capsulorhexis
4823,191S7__04823.jpg,165.14,[],Capsulorhexis
4824,191S7__04824.jpg,165.18,[],Capsulorhexis
4825,191S7__04825.jpg,165.21,[],Capsulorhexis
4826,191S7__04826.jpg,165.24,[],Capsulorhexis
4827,191S7__04827.jpg,165.28,[],Capsulorhexis
4828,191S7__04828.jpg,165.31,[],Capsulorhexis
4829,191S7__04829.jpg,165.35,[],Capsulorhexis
4830,191S7__04830.jpg,165.38,"[{'class': 'cystotomeneedle', 'xmin': 1079, 'ymin': 232, 'xmax': 1367, 'ymax': 700}, {'class': 'iris', 'xmin': 891, 'ymin': 1, 'xmax': 1464, 'ymax': 535}, {'class': 'skinholder', 'xmin': 1698, 'ymin': 579, 'xmax': 1919, 'ymax': 691}, {'class': 'skinholder', 'xmin': 651, 'ymin': 418, 'xmax': 823, 'ymax': 513}]",Capsulorhexis
4831,191S7__04831.jpg,165.41,[],Capsulorhexis
4832,191S7__04832.jpg,165.45,[],Capsulorhexis
4833,191S7__04833.jpg,165.48,[],Capsulorhexis
4834,191S7__04834.jpg,165.52,[],Capsulorhexis
4835,191S7__04835.jpg,165.55,[],Capsulorhexis
4836,191S7__04836.jpg,165.59,[],Capsulorhexis
4837,191S7__04837.jpg,165.62,[],Capsulorhexis
4838,191S7__04838.jpg,165.65,[],Capsulorhexis
4839,191S7__04839.jpg,165.69,[],Capsulorhexis
4840,191S7__04840.jpg,165.72,"[{'class': 'cystotomeneedle', 'xmin': 1047, 'ymin': 245, 'xmax': 1338, 'ymax': 700}, {'class': 'iris', 'xmin': 858, 'ymin': 1, 'xmax': 1442, 'ymax': 534}, {'class': 'skinholder', 'xmin': 1683, 'ymin': 582, 'xmax': 1919, 'ymax': 708}, {'class': 'skinholder', 'xmin': 642, 'ymin': 415, 'xmax': 800, 'ymax': 501}]",Capsulorhexis
4841,191S7__04841.jpg,165.76,[],Capsulorhexis
4842,191S7__04842.jpg,165.79,[],Capsulorhexis
4843,191S7__04843.jpg,165.83,[],Capsulorhexis
4844,191S7__04844.jpg,165.86,[],Capsulorhexis
4845,191S7__04845.jpg,165.9,[],Capsulorhexis
4846,191S7__04846.jpg,165.93,[],Capsulorhexis
4847,191S7__04847.jpg,165.96,[],Capsulorhexis
4848,191S7__04848.jpg,166,[],Capsulorhexis
4849,191S7__04849.jpg,166.03,[],Capsulorhexis
4850,191S7__04850.jpg,166.07,"[{'class': 'cystotomeneedle', 'xmin': 1039, 'ymin': 246, 'xmax': 1334, 'ymax': 703}, {'class': 'iris', 'xmin': 851, 'ymin': 3, 'xmax': 1430, 'ymax': 526}, {'class': 'skinholder', 'xmin': 1675, 'ymin': 581, 'xmax': 1920, 'ymax': 698}, {'class': 'skinholder', 'xmin': 624, 'ymin': 420, 'xmax': 800, 'ymax': 507}]",Capsulorhexis
4851,191S7__04851.jpg,166.1,[],Capsulorhexis
4852,191S7__04852.jpg,166.13,[],Capsulorhexis
4853,191S7__04853.jpg,166.17,[],Capsulorhexis
4854,191S7__04854.jpg,166.2,[],Capsulorhexis
4855,191S7__04855.jpg,166.24,[],Capsulorhexis
4856,191S7__04856.jpg,166.27,[],Capsulorhexis
4857,191S7__04857.jpg,166.31,[],Capsulorhexis
4858,191S7__04858.jpg,166.34,[],Capsulorhexis
4859,191S7__04859.jpg,166.37,[],Capsulorhexis
4860,191S7__04860.jpg,166.41,"[{'class': 'cystotomeneedle', 'xmin': 1062, 'ymin': 266, 'xmax': 1359, 'ymax': 717}, {'class': 'iris', 'xmin': 860, 'ymin': 1, 'xmax': 1450, 'ymax': 530}, {'class': 'skinholder', 'xmin': 1696, 'ymin': 586, 'xmax': 1920, 'ymax': 699}, {'class': 'skinholder', 'xmin': 631, 'ymin': 415, 'xmax': 822, 'ymax': 510}]",Capsulorhexis
4861,191S7__04861.jpg,166.44,[],Capsulorhexis
4862,191S7__04862.jpg,166.48,[],Capsulorhexis
4863,191S7__04863.jpg,166.51,[],Capsulorhexis
4864,191S7__04864.jpg,166.54,[],Capsulorhexis
4865,191S7__04865.jpg,166.58,[],Capsulorhexis
4866,191S7__04866.jpg,166.61,[],Capsulorhexis
4867,191S7__04867.jpg,166.65,[],Capsulorhexis
4868,191S7__04868.jpg,166.68,[],Capsulorhexis
4869,191S7__04869.jpg,166.72,[],Capsulorhexis
4870,191S7__04870.jpg,166.75,"[{'class': 'cystotomeneedle', 'xmin': 1060, 'ymin': 238, 'xmax': 1352, 'ymax': 693}, {'class': 'iris', 'xmin': 873, 'ymin': 1, 'xmax': 1454, 'ymax': 516}, {'class': 'skinholder', 'xmin': 1698, 'ymin': 565, 'xmax': 1919, 'ymax': 679}, {'class': 'skinholder', 'xmin': 634, 'ymin': 400, 'xmax': 825, 'ymax': 480}]",Capsulorhexis
4871,191S7__04871.jpg,166.79,[],Capsulorhexis
4872,191S7__04872.jpg,166.82,[],Capsulorhexis
4873,191S7__04873.jpg,166.85,[],Capsulorhexis
4874,191S7__04874.jpg,166.89,[],Capsulorhexis
4875,191S7__04875.jpg,166.92,[],Capsulorhexis
4876,191S7__04876.jpg,166.96,[],Capsulorhexis
4877,191S7__04877.jpg,166.99,[],Capsulorhexis
4878,191S7__04878.jpg,167.02,[],Capsulorhexis
4879,191S7__04879.jpg,167.06,[],Capsulorhexis
4880,191S7__04880.jpg,167.09,"[{'class': 'cystotomeneedle', 'xmin': 1102, 'ymin': 256, 'xmax': 1397, 'ymax': 707}, {'class': 'iris', 'xmin': 890, 'ymin': 2, 'xmax': 1458, 'ymax': 509}, {'class': 'skinholder', 'xmin': 1713, 'ymin': 555, 'xmax': 1919, 'ymax': 678}, {'class': 'skinholder', 'xmin': 668, 'ymin': 390, 'xmax': 835, 'ymax': 488}]",Capsulorhexis
4881,191S7__04881.jpg,167.13,[],Capsulorhexis
4882,191S7__04882.jpg,167.16,[],Capsulorhexis
4883,191S7__04883.jpg,167.2,[],Capsulorhexis
4884,191S7__04884.jpg,167.23,[],Capsulorhexis
4885,191S7__04885.jpg,167.26,[],Capsulorhexis
4886,191S7__04886.jpg,167.3,[],Capsulorhexis
4887,191S7__04887.jpg,167.33,[],Capsulorhexis
4888,191S7__04888.jpg,167.37,[],Capsulorhexis
4889,191S7__04889.jpg,167.4,[],Capsulorhexis
4890,191S7__04890.jpg,167.43,"[{'class': 'cystotomeneedle', 'xmin': 1036, 'ymin': 192, 'xmax': 1327, 'ymax': 644}, {'class': 'iris', 'xmin': 837, 'ymin': 0, 'xmax': 1387, 'ymax': 463}, {'class': 'skinholder', 'xmin': 1665, 'ymin': 515, 'xmax': 1920, 'ymax': 638}, {'class': 'skinholder', 'xmin': 625, 'ymin': 342, 'xmax': 808, 'ymax': 439}]",Capsulorhexis
4891,191S7__04891.jpg,167.47,[],Capsulorhexis
4892,191S7__04892.jpg,167.5,[],Capsulorhexis
4893,191S7__04893.jpg,167.54,[],Capsulorhexis
4894,191S7__04894.jpg,167.57,[],Capsulorhexis
4895,191S7__04895.jpg,167.61,[],Capsulorhexis
4896,191S7__04896.jpg,167.64,[],Capsulorhexis
4897,191S7__04897.jpg,167.68,[],Capsulorhexis
4898,191S7__04898.jpg,167.71,[],Capsulorhexis
4899,191S7__04899.jpg,167.74,[],Capsulorhexis
4900,191S7__04900.jpg,167.78,"[{'class': 'cystotomeneedle', 'xmin': 1060, 'ymin': 233, 'xmax': 1355, 'ymax': 677}, {'class': 'iris', 'xmin': 845, 'ymin': 0, 'xmax': 1402, 'ymax': 475}, {'class': 'skinholder', 'xmin': 1682, 'ymin': 534, 'xmax': 1920, 'ymax': 652}, {'class': 'skinholder', 'xmin': 611, 'ymin': 372, 'xmax': 813, 'ymax': 465}]",Capsulorhexis
4901,191S7__04901.jpg,167.81,[],Capsulorhexis
4902,191S7__04902.jpg,167.85,[],Capsulorhexis
4903,191S7__04903.jpg,167.88,[],Capsulorhexis
4904,191S7__04904.jpg,167.91,[],Capsulorhexis
4905,191S7__04905.jpg,167.95,[],Capsulorhexis
4906,191S7__04906.jpg,167.98,[],Capsulorhexis
4907,191S7__04907.jpg,168.02,[],Capsulorhexis
4908,191S7__04908.jpg,168.05,[],Capsulorhexis
4909,191S7__04909.jpg,168.09,[],Capsulorhexis
4910,191S7__04910.jpg,168.12,"[{'class': 'cystotomeneedle', 'xmin': 1126, 'ymin': 254, 'xmax': 1418, 'ymax': 708}, {'class': 'iris', 'xmin': 885, 'ymin': 0, 'xmax': 1452, 'ymax': 492}, {'class': 'skinholder', 'xmin': 1731, 'ymin': 551, 'xmax': 1919, 'ymax': 664}, {'class': 'skinholder', 'xmin': 683, 'ymin': 377, 'xmax': 850, 'ymax': 468}]",Capsulorhexis
4911,191S7__04911.jpg,168.15,[],Capsulorhexis
4912,191S7__04912.jpg,168.19,[],Capsulorhexis
4913,191S7__04913.jpg,168.22,[],Capsulorhexis
4914,191S7__04914.jpg,168.26,[],Capsulorhexis
4915,191S7__04915.jpg,168.29,[],Capsulorhexis
4916,191S7__04916.jpg,168.32,[],Capsulorhexis
4917,191S7__04917.jpg,168.36,[],Capsulorhexis
4918,191S7__04918.jpg,168.39,[],Capsulorhexis
4919,191S7__04919.jpg,168.43,[],Capsulorhexis
4920,191S7__04920.jpg,168.46,"[{'class': 'cystotomeneedle', 'xmin': 1089, 'ymin': 151, 'xmax': 1389, 'ymax': 620}, {'class': 'iris', 'xmin': 876, 'ymin': 0, 'xmax': 1417, 'ymax': 431}, {'class': 'skinholder', 'xmin': 1714, 'ymin': 491, 'xmax': 1919, 'ymax': 614}, {'class': 'skinholder', 'xmin': 650, 'ymin': 321, 'xmax': 842, 'ymax': 410}]",Capsulorhexis
4921,191S7__04921.jpg,168.5,[],Capsulorhexis
4922,191S7__04922.jpg,168.53,[],Capsulorhexis
4923,191S7__04923.jpg,168.57,[],Capsulorhexis
4924,191S7__04924.jpg,168.6,[],Capsulorhexis
4925,191S7__04925.jpg,168.63,[],Capsulorhexis
4926,191S7__04926.jpg,168.67,[],Capsulorhexis
4927,191S7__04927.jpg,168.7,[],Capsulorhexis
4928,191S7__04928.jpg,168.74,[],Capsulorhexis
4929,191S7__04929.jpg,168.77,[],Capsulorhexis
4930,191S7__04930.jpg,168.8,"[{'class': 'cystotomeneedle', 'xmin': 1080, 'ymin': 181, 'xmax': 1378, 'ymax': 626}, {'class': 'iris', 'xmin': 882, 'ymin': 0, 'xmax': 1440, 'ymax': 449}, {'class': 'skinholder', 'xmin': 1714, 'ymin': 495, 'xmax': 1919, 'ymax': 616}, {'class': 'skinholder', 'xmin': 670, 'ymin': 334, 'xmax': 827, 'ymax': 418}]",Capsulorhexis
4931,191S7__04931.jpg,168.84,[],Capsulorhexis
4932,191S7__04932.jpg,168.87,[],Capsulorhexis
4933,191S7__04933.jpg,168.91,[],Capsulorhexis
4934,191S7__04934.jpg,168.94,[],Capsulorhexis
4935,191S7__04935.jpg,168.98,[],Capsulorhexis
4936,191S7__04936.jpg,169.01,[],Capsulorhexis
4937,191S7__04937.jpg,169.04,[],Capsulorhexis
4938,191S7__04938.jpg,169.08,[],Capsulorhexis
4939,191S7__04939.jpg,169.11,[],Capsulorhexis
4940,191S7__04940.jpg,169.15,"[{'class': 'cystotomeneedle', 'xmin': 1091, 'ymin': 246, 'xmax': 1378, 'ymax': 693}, {'class': 'iris', 'xmin': 866, 'ymin': 0, 'xmax': 1441, 'ymax': 495}, {'class': 'skinholder', 'xmin': 1706, 'ymin': 540, 'xmax': 1920, 'ymax': 658}, {'class': 'skinholder', 'xmin': 650, 'ymin': 368, 'xmax': 826, 'ymax': 483}]",Capsulorhexis
4941,191S7__04941.jpg,169.18,[],Capsulorhexis
4942,191S7__04942.jpg,169.21,[],Capsulorhexis
4943,191S7__04943.jpg,169.25,[],Capsulorhexis
4944,191S7__04944.jpg,169.28,[],Capsulorhexis
4945,191S7__04945.jpg,169.32,[],Capsulorhexis
4946,191S7__04946.jpg,169.35,[],Capsulorhexis
4947,191S7__04947.jpg,169.39,[],Capsulorhexis
4948,191S7__04948.jpg,169.42,[],Capsulorhexis
4949,191S7__04949.jpg,169.46,[],Capsulorhexis
4950,191S7__04950.jpg,169.49,"[{'class': 'cystotomeneedle', 'xmin': 1126, 'ymin': 254, 'xmax': 1416, 'ymax': 703}, {'class': 'iris', 'xmin': 869, 'ymin': 0, 'xmax': 1454, 'ymax': 487}, {'class': 'skinholder', 'xmin': 1716, 'ymin': 530, 'xmax': 1920, 'ymax': 649}, {'class': 'skinholder', 'xmin': 682, 'ymin': 367, 'xmax': 841, 'ymax': 467}]",Capsulorhexis
4951,191S7__04951.jpg,169.52,[],Capsulorhexis
4952,191S7__04952.jpg,169.56,[],Capsulorhexis
4953,191S7__04953.jpg,169.59,[],Capsulorhexis
4954,191S7__04954.jpg,169.63,[],Capsulorhexis
4955,191S7__04955.jpg,169.66,[],Capsulorhexis
4956,191S7__04956.jpg,169.7,[],Capsulorhexis
4957,191S7__04957.jpg,169.73,[],Capsulorhexis
4958,191S7__04958.jpg,169.76,[],Capsulorhexis
4959,191S7__04959.jpg,169.8,[],Capsulorhexis
4960,191S7__04960.jpg,169.83,"[{'class': 'cystotomeneedle', 'xmin': 1070, 'ymin': 159, 'xmax': 1367, 'ymax': 617}, {'class': 'iris', 'xmin': 842, 'ymin': 0, 'xmax': 1401, 'ymax': 422}, {'class': 'skinholder', 'xmin': 1696, 'ymin': 487, 'xmax': 1919, 'ymax': 603}, {'class': 'skinholder', 'xmin': 636, 'ymin': 307, 'xmax': 798, 'ymax': 394}]",Capsulorhexis
4961,191S7__04961.jpg,169.87,[],Capsulorhexis
4962,191S7__04962.jpg,169.9,[],Capsulorhexis
4963,191S7__04963.jpg,169.93,[],Capsulorhexis
4964,191S7__04964.jpg,169.97,[],Capsulorhexis
4965,191S7__04965.jpg,170,[],Capsulorhexis
4966,191S7__04966.jpg,170.04,[],Capsulorhexis
4967,191S7__04967.jpg,170.07,[],Capsulorhexis
4968,191S7__04968.jpg,170.1,[],Capsulorhexis
4969,191S7__04969.jpg,170.14,[],Capsulorhexis
4970,191S7__04970.jpg,170.17,"[{'class': 'cystotomeneedle', 'xmin': 1090, 'ymin': 218, 'xmax': 1383, 'ymax': 672}, {'class': 'iris', 'xmin': 863, 'ymin': 0, 'xmax': 1438, 'ymax': 460}, {'class': 'skinholder', 'xmin': 1713, 'ymin': 526, 'xmax': 1919, 'ymax': 633}, {'class': 'skinholder', 'xmin': 660, 'ymin': 351, 'xmax': 847, 'ymax': 434}]",Capsulorhexis
4971,191S7__04971.jpg,170.21,[],Capsulorhexis
4972,191S7__04972.jpg,170.24,[],Capsulorhexis
4973,191S7__04973.jpg,170.28,[],Capsulorhexis
4974,191S7__04974.jpg,170.31,[],Capsulorhexis
4975,191S7__04975.jpg,170.35,[],Capsulorhexis
4976,191S7__04976.jpg,170.38,[],Capsulorhexis
4977,191S7__04977.jpg,170.41,[],Capsulorhexis
4978,191S7__04978.jpg,170.45,[],Capsulorhexis
4979,191S7__04979.jpg,170.48,[],Capsulorhexis
4980,191S7__04980.jpg,170.52,"[{'class': 'cystotomeneedle', 'xmin': 1135, 'ymin': 249, 'xmax': 1419, 'ymax': 707}, {'class': 'iris', 'xmin': 892, 'ymin': 1, 'xmax': 1447, 'ymax': 493}, {'class': 'skinholder', 'xmin': 1736, 'ymin': 536, 'xmax': 1920, 'ymax': 649}, {'class': 'skinholder', 'xmin': 704, 'ymin': 378, 'xmax': 850, 'ymax': 478}]",Capsulorhexis
4981,191S7__04981.jpg,170.55,[],Capsulorhexis
4982,191S7__04982.jpg,170.59,[],Capsulorhexis
4983,191S7__04983.jpg,170.62,[],Capsulorhexis
4984,191S7__04984.jpg,170.65,[],Capsulorhexis
4985,191S7__04985.jpg,170.69,[],Capsulorhexis
4986,191S7__04986.jpg,170.72,[],Capsulorhexis
4987,191S7__04987.jpg,170.76,[],Capsulorhexis
4988,191S7__04988.jpg,170.79,[],Capsulorhexis
4989,191S7__04989.jpg,170.82,[],Capsulorhexis
4990,191S7__04990.jpg,170.86,"[{'class': 'cystotomeneedle', 'xmin': 1087, 'ymin': 187, 'xmax': 1375, 'ymax': 656}, {'class': 'iris', 'xmin': 859, 'ymin': 0, 'xmax': 1416, 'ymax': 449}, {'class': 'skinholder', 'xmin': 1705, 'ymin': 511, 'xmax': 1919, 'ymax': 629}, {'class': 'skinholder', 'xmin': 659, 'ymin': 339, 'xmax': 827, 'ymax': 429}]",Capsulorhexis
4991,191S7__04991.jpg,170.89,[],Capsulorhexis
4992,191S7__04992.jpg,170.93,[],Capsulorhexis
4993,191S7__04993.jpg,170.96,[],Capsulorhexis
4994,191S7__04994.jpg,171,[],Capsulorhexis
4995,191S7__04995.jpg,171.03,[],Capsulorhexis
4996,191S7__04996.jpg,171.06,[],Capsulorhexis
4997,191S7__04997.jpg,171.1,[],Capsulorhexis
4998,191S7__04998.jpg,171.13,[],Capsulorhexis
4999,191S7__04999.jpg,171.17,[],Capsulorhexis
5000,191S7__05000.jpg,171.2,"[{'class': 'cystotomeneedle', 'xmin': 1067, 'ymin': 240, 'xmax': 1361, 'ymax': 697}, {'class': 'iris', 'xmin': 835, 'ymin': 0, 'xmax': 1405, 'ymax': 484}, {'class': 'skinholder', 'xmin': 1696, 'ymin': 545, 'xmax': 1919, 'ymax': 660}, {'class': 'skinholder', 'xmin': 643, 'ymin': 367, 'xmax': 807, 'ymax': 455}]",Capsulorhexis
5001,191S7__05001.jpg,171.24,[],Capsulorhexis
5002,191S7__05002.jpg,171.27,[],Capsulorhexis
5003,191S7__05003.jpg,171.3,[],Capsulorhexis
5004,191S7__05004.jpg,171.34,[],Capsulorhexis
5005,191S7__05005.jpg,171.37,[],Capsulorhexis
5006,191S7__05006.jpg,171.41,[],Capsulorhexis
5007,191S7__05007.jpg,171.44,[],Capsulorhexis
5008,191S7__05008.jpg,171.48,[],Capsulorhexis
5009,191S7__05009.jpg,171.51,[],Capsulorhexis
5010,191S7__05010.jpg,171.54,"[{'class': 'cystotomeneedle', 'xmin': 1086, 'ymin': 273, 'xmax': 1374, 'ymax': 726}, {'class': 'iris', 'xmin': 846, 'ymin': 0, 'xmax': 1429, 'ymax': 515}, {'class': 'skinholder', 'xmin': 1704, 'ymin': 573, 'xmax': 1919, 'ymax': 684}, {'class': 'skinholder', 'xmin': 676, 'ymin': 403, 'xmax': 823, 'ymax': 499}]",Capsulorhexis
5011,191S7__05011.jpg,171.58,[],Capsulorhexis
5012,191S7__05012.jpg,171.61,[],Capsulorhexis
5013,191S7__05013.jpg,171.65,[],Capsulorhexis
5014,191S7__05014.jpg,171.68,[],Capsulorhexis
5015,191S7__05015.jpg,171.71,[],Capsulorhexis
5016,191S7__05016.jpg,171.75,[],Capsulorhexis
5017,191S7__05017.jpg,171.78,[],Capsulorhexis
5018,191S7__05018.jpg,171.82,[],Capsulorhexis
5019,191S7__05019.jpg,171.85,[],Capsulorhexis
5020,191S7__05020.jpg,171.89,"[{'class': 'cystotomeneedle', 'xmin': 1127, 'ymin': 296, 'xmax': 1411, 'ymax': 753}, {'class': 'iris', 'xmin': 870, 'ymin': 5, 'xmax': 1459, 'ymax': 536}, {'class': 'skinholder', 'xmin': 1726, 'ymin': 577, 'xmax': 1920, 'ymax': 696}, {'class': 'skinholder', 'xmin': 698, 'ymin': 419, 'xmax': 848, 'ymax': 515}]",Capsulorhexis
5021,191S7__05021.jpg,171.92,[],Capsulorhexis
5022,191S7__05022.jpg,171.95,[],Capsulorhexis
5023,191S7__05023.jpg,171.99,[],Capsulorhexis
5024,191S7__05024.jpg,172.02,[],Capsulorhexis
5025,191S7__05025.jpg,172.06,[],Capsulorhexis
5026,191S7__05026.jpg,172.09,[],Capsulorhexis
5027,191S7__05027.jpg,172.12,[],Capsulorhexis
5028,191S7__05028.jpg,172.16,[],Capsulorhexis
5029,191S7__05029.jpg,172.19,[],Capsulorhexis
5030,191S7__05030.jpg,172.23,"[{'class': 'cystotomeneedle', 'xmin': 1154, 'ymin': 294, 'xmax': 1433, 'ymax': 752}, {'class': 'iris', 'xmin': 886, 'ymin': 5, 'xmax': 1470, 'ymax': 527}, {'class': 'skinholder', 'xmin': 1744, 'ymin': 567, 'xmax': 1920, 'ymax': 695}, {'class': 'skinholder', 'xmin': 712, 'ymin': 413, 'xmax': 864, 'ymax': 501}]",Capsulorhexis
5031,191S7__05031.jpg,172.26,[],Capsulorhexis
5032,191S7__05032.jpg,172.3,[],Capsulorhexis
5033,191S7__05033.jpg,172.33,[],Capsulorhexis
5034,191S7__05034.jpg,172.37,[],Capsulorhexis
5035,191S7__05035.jpg,172.4,[],Capsulorhexis
5036,191S7__05036.jpg,172.43,[],Capsulorhexis
5037,191S7__05037.jpg,172.47,[],Capsulorhexis
5038,191S7__05038.jpg,172.5,[],Capsulorhexis
5039,191S7__05039.jpg,172.54,[],Capsulorhexis
5040,191S7__05040.jpg,172.57,"[{'class': 'cystotomeneedle', 'xmin': 1099, 'ymin': 208, 'xmax': 1386, 'ymax': 673}, {'class': 'iris', 'xmin': 864, 'ymin': 0, 'xmax': 1429, 'ymax': 467}, {'class': 'skinholder', 'xmin': 1721, 'ymin': 527, 'xmax': 1920, 'ymax': 639}, {'class': 'skinholder', 'xmin': 683, 'ymin': 352, 'xmax': 843, 'ymax': 441}]",Capsulorhexis
5041,191S7__05041.jpg,172.6,[],Capsulorhexis
5042,191S7__05042.jpg,172.64,[],Capsulorhexis
5043,191S7__05043.jpg,172.67,[],Capsulorhexis
5044,191S7__05044.jpg,172.71,[],Capsulorhexis
5045,191S7__05045.jpg,172.74,[],Capsulorhexis
5046,191S7__05046.jpg,172.78,[],Capsulorhexis
5047,191S7__05047.jpg,172.81,[],Capsulorhexis
5048,191S7__05048.jpg,172.84,[],Capsulorhexis
5049,191S7__05049.jpg,172.88,[],Capsulorhexis
5050,191S7__05050.jpg,172.91,"[{'class': 'cystotomeneedle', 'xmin': 1094, 'ymin': 269, 'xmax': 1377, 'ymax': 721}, {'class': 'skinholder', 'xmin': 1710, 'ymin': 563, 'xmax': 1920, 'ymax': 675}, {'class': 'iris', 'xmin': 855, 'ymin': 0, 'xmax': 1438, 'ymax': 502}, {'class': 'skinholder', 'xmin': 674, 'ymin': 395, 'xmax': 839, 'ymax': 482}]",Capsulorhexis
5051,191S7__05051.jpg,172.95,[],Capsulorhexis
5052,191S7__05052.jpg,172.98,[],Capsulorhexis
5053,191S7__05053.jpg,173.01,[],Capsulorhexis
5054,191S7__05054.jpg,173.05,[],Capsulorhexis
5055,191S7__05055.jpg,173.08,[],Capsulorhexis
5056,191S7__05056.jpg,173.12,[],Capsulorhexis
5057,191S7__05057.jpg,173.15,[],Capsulorhexis
5058,191S7__05058.jpg,173.19,[],Capsulorhexis
5059,191S7__05059.jpg,173.22,[],Capsulorhexis
